    0x20             SPACE
 0x130d1  𓃑          EGYPTIAN HIEROGLYPH D067H
 0x130d2  𓃒          EGYPTIAN HIEROGLYPH E001
 0x130d3  𓃓          EGYPTIAN HIEROGLYPH E002
 0x130d4  𓃔          EGYPTIAN HIEROGLYPH E003
 0x130d5  𓃕          EGYPTIAN HIEROGLYPH E004
 0x130d6  𓃖          EGYPTIAN HIEROGLYPH E005
 0x130d7  𓃗          EGYPTIAN HIEROGLYPH E006
 0x130d8  𓃘          EGYPTIAN HIEROGLYPH E007
 0x130d9  𓃙          EGYPTIAN HIEROGLYPH E008
 0x130da  𓃚          EGYPTIAN HIEROGLYPH E008A
 0x130db  𓃛          EGYPTIAN HIEROGLYPH E009
 0x130dc  𓃜          EGYPTIAN HIEROGLYPH E009A
 0x130dd  𓃝          EGYPTIAN HIEROGLYPH E010
 0x130de  𓃞          EGYPTIAN HIEROGLYPH E011
 0x130df  𓃟          EGYPTIAN HIEROGLYPH E012
 0x130e0  𓃠          EGYPTIAN HIEROGLYPH E013
 0x130e1  𓃡          EGYPTIAN HIEROGLYPH E014
 0x130e2  𓃢          EGYPTIAN HIEROGLYPH E015
 0x130e3  𓃣          EGYPTIAN HIEROGLYPH E016
 0x130e4  𓃤          EGYPTIAN HIEROGLYPH E016A
 0x130e5  𓃥          EGYPTIAN HIEROGLYPH E017
 0x130e6  𓃦          EGYPTIAN HIEROGLYPH E017A
 0x130e7  𓃧          EGYPTIAN HIEROGLYPH E018
 0x130e8  𓃨          EGYPTIAN HIEROGLYPH E019
 0x130e9  𓃩          EGYPTIAN HIEROGLYPH E020
 0x130ea  𓃪          EGYPTIAN HIEROGLYPH E020A
 0x130eb  𓃫          EGYPTIAN HIEROGLYPH E021
 0x130ec  𓃬          EGYPTIAN HIEROGLYPH E022
 0x130ed  𓃭          EGYPTIAN HIEROGLYPH E023
 0x130ee  𓃮          EGYPTIAN HIEROGLYPH E024
 0x130ef  𓃯          EGYPTIAN HIEROGLYPH E025
 0x130f0  𓃰          EGYPTIAN HIEROGLYPH E026
 0x130f1  𓃱          EGYPTIAN HIEROGLYPH E027
 0x130f2  𓃲          EGYPTIAN HIEROGLYPH E028
 0x130f3  𓃳          EGYPTIAN HIEROGLYPH E028A
 0x130f4  𓃴          EGYPTIAN HIEROGLYPH E029
 0x130f5  𓃵          EGYPTIAN HIEROGLYPH E030
 0x130f6  𓃶          EGYPTIAN HIEROGLYPH E031
 0x130f7  𓃷          EGYPTIAN HIEROGLYPH E032
 0x130f8  𓃸          EGYPTIAN HIEROGLYPH E033
 0x130f9  𓃹          EGYPTIAN HIEROGLYPH E034
 0x130fa  𓃺          EGYPTIAN HIEROGLYPH E034A
 0x130fb  𓃻          EGYPTIAN HIEROGLYPH E036
 0x130fc  𓃼          EGYPTIAN HIEROGLYPH E037
 0x130fd  𓃽          EGYPTIAN HIEROGLYPH E038
 0x130fe  𓃾          EGYPTIAN HIEROGLYPH F001
 0x130ff  𓃿          EGYPTIAN HIEROGLYPH F001A
 0x13100  𓄀          EGYPTIAN HIEROGLYPH F002
 0x13101  𓄁          EGYPTIAN HIEROGLYPH F003
 0x13102  𓄂          EGYPTIAN HIEROGLYPH F004
 0x13103  𓄃          EGYPTIAN HIEROGLYPH F005
 0x13104  𓄄          EGYPTIAN HIEROGLYPH F006
 0x13105  𓄅          EGYPTIAN HIEROGLYPH F007
 0x13106  𓄆          EGYPTIAN HIEROGLYPH F008
 0x13107  𓄇          EGYPTIAN HIEROGLYPH F009
 0x13108  𓄈          EGYPTIAN HIEROGLYPH F010
 0x13109  𓄉          EGYPTIAN HIEROGLYPH F011
 0x1310a  𓄊          EGYPTIAN HIEROGLYPH F012
 0x1310b  𓄋          EGYPTIAN HIEROGLYPH F013
 0x1310c  𓄌          EGYPTIAN HIEROGLYPH F013A
 0x1310d  𓄍          EGYPTIAN HIEROGLYPH F014
 0x1310e  𓄎          EGYPTIAN HIEROGLYPH F015
 0x1310f  𓄏          EGYPTIAN HIEROGLYPH F016
 0x13110  𓄐          EGYPTIAN HIEROGLYPH F017
 0x13111  𓄑          EGYPTIAN HIEROGLYPH F018
 0x13112  𓄒          EGYPTIAN HIEROGLYPH F019
 0x13113  𓄓          EGYPTIAN HIEROGLYPH F020
 0x13114  𓄔          EGYPTIAN HIEROGLYPH F021
 0x13115  𓄕          EGYPTIAN HIEROGLYPH F021A
 0x13116  𓄖          EGYPTIAN HIEROGLYPH F022
 0x13117  𓄗          EGYPTIAN HIEROGLYPH F023
 0x13118  𓄘          EGYPTIAN HIEROGLYPH F024
 0x13119  𓄙          EGYPTIAN HIEROGLYPH F025
 0x1311a  𓄚          EGYPTIAN HIEROGLYPH F026
 0x1311b  𓄛          EGYPTIAN HIEROGLYPH F027
 0x1311c  𓄜          EGYPTIAN HIEROGLYPH F028
 0x1311d  𓄝          EGYPTIAN HIEROGLYPH F029
 0x1311e  𓄞          EGYPTIAN HIEROGLYPH F030
 0x1311f  𓄟          EGYPTIAN HIEROGLYPH F031
 0x13120  𓄠          EGYPTIAN HIEROGLYPH F031A
 0x13121  𓄡          EGYPTIAN HIEROGLYPH F032
 0x13122  𓄢          EGYPTIAN HIEROGLYPH F033
 0x13123  𓄣          EGYPTIAN HIEROGLYPH F034
 0x13124  𓄤          EGYPTIAN HIEROGLYPH F035
 0x13125  𓄥          EGYPTIAN HIEROGLYPH F036
 0x13126  𓄦          EGYPTIAN HIEROGLYPH F037
 0x13127  𓄧          EGYPTIAN HIEROGLYPH F037A
 0x13128  𓄨          EGYPTIAN HIEROGLYPH F038
 0x13129  𓄩          EGYPTIAN HIEROGLYPH F038A
 0x1312a  𓄪          EGYPTIAN HIEROGLYPH F039
 0x1312b  𓄫          EGYPTIAN HIEROGLYPH F040
 0x1312c  𓄬          EGYPTIAN HIEROGLYPH F041
 0x1312d  𓄭          EGYPTIAN HIEROGLYPH F042
 0x1312e  𓄮          EGYPTIAN HIEROGLYPH F043
 0x1312f  𓄯          EGYPTIAN HIEROGLYPH F044
 0x13130  𓄰          EGYPTIAN HIEROGLYPH F045
 0x13131  𓄱          EGYPTIAN HIEROGLYPH F045A
 0x13132  𓄲          EGYPTIAN HIEROGLYPH F046
 0x13133  𓄳          EGYPTIAN HIEROGLYPH F046A
 0x13134  𓄴          EGYPTIAN HIEROGLYPH F047
 0x13135  𓄵          EGYPTIAN HIEROGLYPH F047A
 0x13136  𓄶          EGYPTIAN HIEROGLYPH F048
 0x13137  𓄷          EGYPTIAN HIEROGLYPH F049
 0x13138  𓄸          EGYPTIAN HIEROGLYPH F050
 0x13139  𓄹          EGYPTIAN HIEROGLYPH F051
 0x1313a  𓄺          EGYPTIAN HIEROGLYPH F051A
 0x1313b  𓄻          EGYPTIAN HIEROGLYPH F051B
 0x1313c  𓄼          EGYPTIAN HIEROGLYPH F051C
 0x1313d  𓄽          EGYPTIAN HIEROGLYPH F052
 0x1313e  𓄾          EGYPTIAN HIEROGLYPH F053
 0x1313f  𓄿          EGYPTIAN HIEROGLYPH G001
 0x13140  𓅀          EGYPTIAN HIEROGLYPH G002
 0x13141  𓅁          EGYPTIAN HIEROGLYPH G003
 0x13142  𓅂          EGYPTIAN HIEROGLYPH G004
 0x13143  𓅃          EGYPTIAN HIEROGLYPH G005
 0x13144  𓅄          EGYPTIAN HIEROGLYPH G006
 0x13145  𓅅          EGYPTIAN HIEROGLYPH G006A
 0x13146  𓅆          EGYPTIAN HIEROGLYPH G007
 0x13147  𓅇          EGYPTIAN HIEROGLYPH G007A
 0x13148  𓅈          EGYPTIAN HIEROGLYPH G007B
 0x13149  𓅉          EGYPTIAN HIEROGLYPH G008
 0x1314a  𓅊          EGYPTIAN HIEROGLYPH G009
 0x1314b  𓅋          EGYPTIAN HIEROGLYPH G010
 0x1314c  𓅌          EGYPTIAN HIEROGLYPH G011
 0x1314d  𓅍          EGYPTIAN HIEROGLYPH G011A
 0x1314e  𓅎          EGYPTIAN HIEROGLYPH G012
 0x1314f  𓅏          EGYPTIAN HIEROGLYPH G013
 0x13150  𓅐          EGYPTIAN HIEROGLYPH G014
 0x13151  𓅑          EGYPTIAN HIEROGLYPH G015
 0x13152  𓅒          EGYPTIAN HIEROGLYPH G016
 0x13153  𓅓          EGYPTIAN HIEROGLYPH G017
 0x13154  𓅔          EGYPTIAN HIEROGLYPH G018
 0x13155  𓅕          EGYPTIAN HIEROGLYPH G019
 0x13156  𓅖          EGYPTIAN HIEROGLYPH G020
 0x13157  𓅗          EGYPTIAN HIEROGLYPH G020A
 0x13158  𓅘          EGYPTIAN HIEROGLYPH G021
 0x13159  𓅙          EGYPTIAN HIEROGLYPH G022
 0x1315a  𓅚          EGYPTIAN HIEROGLYPH G023
 0x1315b  𓅛          EGYPTIAN HIEROGLYPH G024
 0x1315c  𓅜          EGYPTIAN HIEROGLYPH G025
 0x1315d  𓅝          EGYPTIAN HIEROGLYPH G026
 0x1315e  𓅞          EGYPTIAN HIEROGLYPH G026A
 0x1315f  𓅟          EGYPTIAN HIEROGLYPH G027
 0x13160  𓅠          EGYPTIAN HIEROGLYPH G028
 0x13161  𓅡          EGYPTIAN HIEROGLYPH G029
 0x13162  𓅢          EGYPTIAN HIEROGLYPH G030
 0x13163  𓅣          EGYPTIAN HIEROGLYPH G031
 0x13164  𓅤          EGYPTIAN HIEROGLYPH G032
 0x13165  𓅥          EGYPTIAN HIEROGLYPH G033
 0x13166  𓅦          EGYPTIAN HIEROGLYPH G034
 0x13167  𓅧          EGYPTIAN HIEROGLYPH G035
 0x13168  𓅨          EGYPTIAN HIEROGLYPH G036
 0x13169  𓅩          EGYPTIAN HIEROGLYPH G036A
 0x1316a  𓅪          EGYPTIAN HIEROGLYPH G037
 0x1316b  𓅫          EGYPTIAN HIEROGLYPH G037A
 0x1316c  𓅬          EGYPTIAN HIEROGLYPH G038
 0x1316d  𓅭          EGYPTIAN HIEROGLYPH G039
 0x1316e  𓅮          EGYPTIAN HIEROGLYPH G040
 0x1316f  𓅯          EGYPTIAN HIEROGLYPH G041
 0x13170  𓅰          EGYPTIAN HIEROGLYPH G042
 0x13171  𓅱          EGYPTIAN HIEROGLYPH G043
 0x13172  𓅲          EGYPTIAN HIEROGLYPH G043A
 0x13173  𓅳          EGYPTIAN HIEROGLYPH G044
 0x13174  𓅴          EGYPTIAN HIEROGLYPH G045
 0x13175  𓅵          EGYPTIAN HIEROGLYPH G045A
 0x13176  𓅶          EGYPTIAN HIEROGLYPH G046
 0x13177  𓅷          EGYPTIAN HIEROGLYPH G047
 0x13178  𓅸          EGYPTIAN HIEROGLYPH G048
 0x13179  𓅹          EGYPTIAN HIEROGLYPH G049
 0x1317a  𓅺          EGYPTIAN HIEROGLYPH G050
 0x1317b  𓅻          EGYPTIAN HIEROGLYPH G051
 0x1317c  𓅼          EGYPTIAN HIEROGLYPH G052
 0x1317d  𓅽          EGYPTIAN HIEROGLYPH G053
 0x1317e  𓅾          EGYPTIAN HIEROGLYPH G054
 0x1317f  𓅿          EGYPTIAN HIEROGLYPH H001
 0x13180  𓆀          EGYPTIAN HIEROGLYPH H002
 0x13181  𓆁          EGYPTIAN HIEROGLYPH H003
 0x13182  𓆂          EGYPTIAN HIEROGLYPH H004
 0x13183  𓆃          EGYPTIAN HIEROGLYPH H005
 0x13184  𓆄          EGYPTIAN HIEROGLYPH H006
 0x13185  𓆅          EGYPTIAN HIEROGLYPH H006A
 0x13186  𓆆          EGYPTIAN HIEROGLYPH H007
 0x13187  𓆇          EGYPTIAN HIEROGLYPH H008
 0x13188  𓆈          EGYPTIAN HIEROGLYPH I001
 0x13189  𓆉          EGYPTIAN HIEROGLYPH I002
 0x1318a  𓆊          EGYPTIAN HIEROGLYPH I003
 0x1318b  𓆋          EGYPTIAN HIEROGLYPH I004
 0x1318c  𓆌          EGYPTIAN HIEROGLYPH I005
 0x1318d  𓆍          EGYPTIAN HIEROGLYPH I005A
 0x1318e  𓆎          EGYPTIAN HIEROGLYPH I006
 0x1318f  𓆏          EGYPTIAN HIEROGLYPH I007
 0x13190  𓆐          EGYPTIAN HIEROGLYPH I008
 0x13191  𓆑          EGYPTIAN HIEROGLYPH I009
 0x13192  𓆒          EGYPTIAN HIEROGLYPH I009A
 0x13193  𓆓          EGYPTIAN HIEROGLYPH I010
 0x13194  𓆔          EGYPTIAN HIEROGLYPH I010A
 0x13195  𓆕          EGYPTIAN HIEROGLYPH I011
 0x13196  𓆖          EGYPTIAN HIEROGLYPH I011A
 0x13197  𓆗          EGYPTIAN HIEROGLYPH I012
 0x13198  𓆘          EGYPTIAN HIEROGLYPH I013
 0x13199  𓆙          EGYPTIAN HIEROGLYPH I014
 0x1319a  𓆚          EGYPTIAN HIEROGLYPH I015
 0x1319b  𓆛          EGYPTIAN HIEROGLYPH K001
 0x1319c  𓆜          EGYPTIAN HIEROGLYPH K002
 0x1319d  𓆝          EGYPTIAN HIEROGLYPH K003
 0x1319e  𓆞          EGYPTIAN HIEROGLYPH K004
 0x1319f  𓆟          EGYPTIAN HIEROGLYPH K005
 0x131a0  𓆠          EGYPTIAN HIEROGLYPH K006
 0x131a1  𓆡          EGYPTIAN HIEROGLYPH K007
 0x131a2  𓆢          EGYPTIAN HIEROGLYPH K008
 0x131a3  𓆣          EGYPTIAN HIEROGLYPH L001
 0x131a4  𓆤          EGYPTIAN HIEROGLYPH L002
 0x131a5  𓆥          EGYPTIAN HIEROGLYPH L002A
 0x131a6  𓆦          EGYPTIAN HIEROGLYPH L003
 0x131a7  𓆧          EGYPTIAN HIEROGLYPH L004
 0x131a8  𓆨          EGYPTIAN HIEROGLYPH L005
 0x131a9  𓆩          EGYPTIAN HIEROGLYPH L006
 0x131aa  𓆪          EGYPTIAN HIEROGLYPH L006A
 0x131ab  𓆫          EGYPTIAN HIEROGLYPH L007
 0x131ac  𓆬          EGYPTIAN HIEROGLYPH L008
 0x131ad  𓆭          EGYPTIAN HIEROGLYPH M001
 0x131ae  𓆮          EGYPTIAN HIEROGLYPH M001A
 0x131af  𓆯          EGYPTIAN HIEROGLYPH M001B
 0x131b0  𓆰          EGYPTIAN HIEROGLYPH M002
 0x131b1  𓆱          EGYPTIAN HIEROGLYPH M003
 0x131b2  𓆲          EGYPTIAN HIEROGLYPH M003A
 0x131b3  𓆳          EGYPTIAN HIEROGLYPH M004
 0x131b4  𓆴          EGYPTIAN HIEROGLYPH M005
 0x131b5  𓆵          EGYPTIAN HIEROGLYPH M006
 0x131b6  𓆶          EGYPTIAN HIEROGLYPH M007
 0x131b7  𓆷          EGYPTIAN HIEROGLYPH M008
 0x131b8  𓆸          EGYPTIAN HIEROGLYPH M009
 0x131b9  𓆹          EGYPTIAN HIEROGLYPH M010
 0x131ba  𓆺          EGYPTIAN HIEROGLYPH M010A
 0x131bb  𓆻          EGYPTIAN HIEROGLYPH M011
 0x131bc  𓆼          EGYPTIAN HIEROGLYPH M012
 0x131bd  𓆽          EGYPTIAN HIEROGLYPH M012A
 0x131be  𓆾          EGYPTIAN HIEROGLYPH M012B
 0x131bf  𓆿          EGYPTIAN HIEROGLYPH M012C
 0x131c0  𓇀          EGYPTIAN HIEROGLYPH M012D
 0x131c1  𓇁          EGYPTIAN HIEROGLYPH M012E
 0x131c2  𓇂          EGYPTIAN HIEROGLYPH M012F
 0x131c3  𓇃          EGYPTIAN HIEROGLYPH M012G
 0x131c4  𓇄          EGYPTIAN HIEROGLYPH M012H
 0x131c5  𓇅          EGYPTIAN HIEROGLYPH M013
 0x131c6  𓇆          EGYPTIAN HIEROGLYPH M014
 0x131c7  𓇇          EGYPTIAN HIEROGLYPH M015
 0x131c8  𓇈          EGYPTIAN HIEROGLYPH M015A
 0x131c9  𓇉          EGYPTIAN HIEROGLYPH M016
 0x131ca  𓇊          EGYPTIAN HIEROGLYPH M016A
 0x131cb  𓇋          EGYPTIAN HIEROGLYPH M017
 0x131cc  𓇌          EGYPTIAN HIEROGLYPH M017A
 0x131cd  𓇍          EGYPTIAN HIEROGLYPH M018
 0x131ce  𓇎          EGYPTIAN HIEROGLYPH M019
 0x131cf  𓇏          EGYPTIAN HIEROGLYPH M020
 0x131d0  𓇐          EGYPTIAN HIEROGLYPH M021
 0x131d1  𓇑          EGYPTIAN HIEROGLYPH M022
 0x131d2  𓇒          EGYPTIAN HIEROGLYPH M022A
 0x131d3  𓇓          EGYPTIAN HIEROGLYPH M023
 0x131d4  𓇔          EGYPTIAN HIEROGLYPH M024
 0x131d5  𓇕          EGYPTIAN HIEROGLYPH M024A
 0x131d6  𓇖          EGYPTIAN HIEROGLYPH M025
 0x131d7  𓇗          EGYPTIAN HIEROGLYPH M026
 0x131d8  𓇘          EGYPTIAN HIEROGLYPH M027
 0x131d9  𓇙          EGYPTIAN HIEROGLYPH M028
 0x131da  𓇚          EGYPTIAN HIEROGLYPH M028A
 0x131db  𓇛          EGYPTIAN HIEROGLYPH M029
 0x131dc  𓇜          EGYPTIAN HIEROGLYPH M030
 0x131dd  𓇝          EGYPTIAN HIEROGLYPH M031
 0x131de  𓇞          EGYPTIAN HIEROGLYPH M031A
 0x131df  𓇟          EGYPTIAN HIEROGLYPH M032
 0x131e0  𓇠          EGYPTIAN HIEROGLYPH M033
 0x131e1  𓇡          EGYPTIAN HIEROGLYPH M033A
 0x131e2  𓇢          EGYPTIAN HIEROGLYPH M033B
 0x131e3  𓇣          EGYPTIAN HIEROGLYPH M034
 0x131e4  𓇤          EGYPTIAN HIEROGLYPH M035
 0x131e5  𓇥          EGYPTIAN HIEROGLYPH M036
 0x131e6  𓇦          EGYPTIAN HIEROGLYPH M037
 0x131e7  𓇧          EGYPTIAN HIEROGLYPH M038
 0x131e8  𓇨          EGYPTIAN HIEROGLYPH M039
 0x131e9  𓇩          EGYPTIAN HIEROGLYPH M040
 0x131ea  𓇪          EGYPTIAN HIEROGLYPH M040A
 0x131eb  𓇫          EGYPTIAN HIEROGLYPH M041
 0x131ec  𓇬          EGYPTIAN HIEROGLYPH M042
 0x131ed  𓇭          EGYPTIAN HIEROGLYPH M043
 0x131ee  𓇮          EGYPTIAN HIEROGLYPH M044
 0x131ef  𓇯          EGYPTIAN HIEROGLYPH N001
 0x131f0  𓇰          EGYPTIAN HIEROGLYPH N002
 0x131f1  𓇱          EGYPTIAN HIEROGLYPH N003
 0x131f2  𓇲          EGYPTIAN HIEROGLYPH N004
 0x131f3  𓇳          EGYPTIAN HIEROGLYPH N005
 0x131f4  𓇴          EGYPTIAN HIEROGLYPH N006
 0x131f5  𓇵          EGYPTIAN HIEROGLYPH N007
 0x131f6  𓇶          EGYPTIAN HIEROGLYPH N008
 0x131f7  𓇷          EGYPTIAN HIEROGLYPH N009
 0x131f8  𓇸          EGYPTIAN HIEROGLYPH N010
 0x131f9  𓇹          EGYPTIAN HIEROGLYPH N011
 0x131fa  𓇺          EGYPTIAN HIEROGLYPH N012
 0x131fb  𓇻          EGYPTIAN HIEROGLYPH N013
 0x131fc  𓇼          EGYPTIAN HIEROGLYPH N014
 0x131fd  𓇽          EGYPTIAN HIEROGLYPH N015
 0x131fe  𓇾          EGYPTIAN HIEROGLYPH N016
 0x131ff  𓇿          EGYPTIAN HIEROGLYPH N017
 0x13200  𓈀          EGYPTIAN HIEROGLYPH N018
 0x13201  𓈁          EGYPTIAN HIEROGLYPH N018A
 0x13202  𓈂          EGYPTIAN HIEROGLYPH N018B
 0x13203  𓈃          EGYPTIAN HIEROGLYPH N019
 0x13204  𓈄          EGYPTIAN HIEROGLYPH N020
 0x13205  𓈅          EGYPTIAN HIEROGLYPH N021
 0x13206  𓈆          EGYPTIAN HIEROGLYPH N022
 0x13207  𓈇          EGYPTIAN HIEROGLYPH N023
 0x13208  𓈈          EGYPTIAN HIEROGLYPH N024
 0x13209  𓈉          EGYPTIAN HIEROGLYPH N025
 0x1320a  𓈊          EGYPTIAN HIEROGLYPH N025A
 0x1320b  𓈋          EGYPTIAN HIEROGLYPH N026
 0x1320c  𓈌          EGYPTIAN HIEROGLYPH N027
 0x1320d  𓈍          EGYPTIAN HIEROGLYPH N028
 0x1320e  𓈎          EGYPTIAN HIEROGLYPH N029
 0x1320f  𓈏          EGYPTIAN HIEROGLYPH N030
 0x13210  𓈐          EGYPTIAN HIEROGLYPH N031
 0x13211  𓈑          EGYPTIAN HIEROGLYPH N032
 0x13212  𓈒          EGYPTIAN HIEROGLYPH N033
 0x13213  𓈓          EGYPTIAN HIEROGLYPH N033A
 0x13214  𓈔          EGYPTIAN HIEROGLYPH N034
 0x13215  𓈕          EGYPTIAN HIEROGLYPH N034A
 0x13216  𓈖          EGYPTIAN HIEROGLYPH N035
 0x13217  𓈗          EGYPTIAN HIEROGLYPH N035A
 0x13218  𓈘          EGYPTIAN HIEROGLYPH N036
 0x13219  𓈙          EGYPTIAN HIEROGLYPH N037
 0x1321a  𓈚          EGYPTIAN HIEROGLYPH N037A
 0x1321b  𓈛          EGYPTIAN HIEROGLYPH N038
 0x1321c  𓈜          EGYPTIAN HIEROGLYPH N039
 0x1321d  𓈝          EGYPTIAN HIEROGLYPH N040
 0x1321e  𓈞          EGYPTIAN HIEROGLYPH N041
 0x1321f  𓈟          EGYPTIAN HIEROGLYPH N042
 0x13220  𓈠          EGYPTIAN HIEROGLYPH NL001
 0x13221  𓈡          EGYPTIAN HIEROGLYPH NL002
 0x13222  𓈢          EGYPTIAN HIEROGLYPH NL003
 0x13223  𓈣          EGYPTIAN HIEROGLYPH NL004
 0x13224  𓈤          EGYPTIAN HIEROGLYPH NL005
 0x13225  𓈥          EGYPTIAN HIEROGLYPH NL005A
 0x13226  𓈦          EGYPTIAN HIEROGLYPH NL006
 0x13227  𓈧          EGYPTIAN HIEROGLYPH NL007
 0x13228  𓈨          EGYPTIAN HIEROGLYPH NL008
 0x13229  𓈩          EGYPTIAN HIEROGLYPH NL009
 0x1322a  𓈪          EGYPTIAN HIEROGLYPH NL010
 0x1322b  𓈫          EGYPTIAN HIEROGLYPH NL011
 0x1322c  𓈬          EGYPTIAN HIEROGLYPH NL012
 0x1322d  𓈭          EGYPTIAN HIEROGLYPH NL013
 0x1322e  𓈮          EGYPTIAN HIEROGLYPH NL014
 0x1322f  𓈯          EGYPTIAN HIEROGLYPH NL015
 0x13230  𓈰          EGYPTIAN HIEROGLYPH NL016
 0x13231  𓈱          EGYPTIAN HIEROGLYPH NL017
 0x13232  𓈲          EGYPTIAN HIEROGLYPH NL017A
 0x13233  𓈳          EGYPTIAN HIEROGLYPH NL018
 0x13234  𓈴          EGYPTIAN HIEROGLYPH NL019
 0x13235  𓈵          EGYPTIAN HIEROGLYPH NL020
 0x13236  𓈶          EGYPTIAN HIEROGLYPH NU001
 0x13237  𓈷          EGYPTIAN HIEROGLYPH NU002
 0x13238  𓈸          EGYPTIAN HIEROGLYPH NU003
 0x13239  𓈹          EGYPTIAN HIEROGLYPH NU004
 0x1323a  𓈺          EGYPTIAN HIEROGLYPH NU005
 0x1323b  𓈻          EGYPTIAN HIEROGLYPH NU006
 0x1323c  𓈼          EGYPTIAN HIEROGLYPH NU007
 0x1323d  𓈽          EGYPTIAN HIEROGLYPH NU008
 0x1323e  𓈾          EGYPTIAN HIEROGLYPH NU009
 0x1323f  𓈿          EGYPTIAN HIEROGLYPH NU010
 0x13240  𓉀          EGYPTIAN HIEROGLYPH NU010A
 0x13241  𓉁          EGYPTIAN HIEROGLYPH NU011
 0x13242  𓉂          EGYPTIAN HIEROGLYPH NU011A
 0x13243  𓉃          EGYPTIAN HIEROGLYPH NU012
 0x13244  𓉄          EGYPTIAN HIEROGLYPH NU013
 0x13245  𓉅          EGYPTIAN HIEROGLYPH NU014
 0x13246  𓉆          EGYPTIAN HIEROGLYPH NU015
 0x13247  𓉇          EGYPTIAN HIEROGLYPH NU016
 0x13248  𓉈          EGYPTIAN HIEROGLYPH NU017
 0x13249  𓉉          EGYPTIAN HIEROGLYPH NU018
 0x1324a  𓉊          EGYPTIAN HIEROGLYPH NU018A
 0x1324b  𓉋          EGYPTIAN HIEROGLYPH NU019
 0x1324c  𓉌          EGYPTIAN HIEROGLYPH NU020
 0x1324d  𓉍          EGYPTIAN HIEROGLYPH NU021
 0x1324e  𓉎          EGYPTIAN HIEROGLYPH NU022
 0x1324f  𓉏          EGYPTIAN HIEROGLYPH NU022A
 0x13250  𓉐          EGYPTIAN HIEROGLYPH O001
 0x13251  𓉑          EGYPTIAN HIEROGLYPH O001A
 0x13252  𓉒          EGYPTIAN HIEROGLYPH O002
 0x13253  𓉓          EGYPTIAN HIEROGLYPH O003
 0x13254  𓉔          EGYPTIAN HIEROGLYPH O004
 0x13255  𓉕          EGYPTIAN HIEROGLYPH O005
 0x13256  𓉖          EGYPTIAN HIEROGLYPH O005A
 0x13257  𓉗          EGYPTIAN HIEROGLYPH O006
 0x13258  𓉘          EGYPTIAN HIEROGLYPH O006A
 0x13259  𓉙          EGYPTIAN HIEROGLYPH O006B
 0x1325a  𓉚          EGYPTIAN HIEROGLYPH O006C
 0x1325b  𓉛          EGYPTIAN HIEROGLYPH O006D
 0x1325c  𓉜          EGYPTIAN HIEROGLYPH O006E
 0x1325d  𓉝          EGYPTIAN HIEROGLYPH O006F
 0x1325e  𓉞          EGYPTIAN HIEROGLYPH O007
 0x1325f  𓉟          EGYPTIAN HIEROGLYPH O008
 0x13260  𓉠          EGYPTIAN HIEROGLYPH O009
 0x13261  𓉡          EGYPTIAN HIEROGLYPH O010
 0x13262  𓉢          EGYPTIAN HIEROGLYPH O010A
 0x13263  𓉣          EGYPTIAN HIEROGLYPH O010B
 0x13264  𓉤          EGYPTIAN HIEROGLYPH O010C
 0x13265  𓉥          EGYPTIAN HIEROGLYPH O011
 0x13266  𓉦          EGYPTIAN HIEROGLYPH O012
 0x13267  𓉧          EGYPTIAN HIEROGLYPH O013
 0x13268  𓉨          EGYPTIAN HIEROGLYPH O014
 0x13269  𓉩          EGYPTIAN HIEROGLYPH O015
 0x1326a  𓉪          EGYPTIAN HIEROGLYPH O016
 0x1326b  𓉫          EGYPTIAN HIEROGLYPH O017
 0x1326c  𓉬          EGYPTIAN HIEROGLYPH O018
 0x1326d  𓉭          EGYPTIAN HIEROGLYPH O019
 0x1326e  𓉮          EGYPTIAN HIEROGLYPH O019A
 0x1326f  𓉯          EGYPTIAN HIEROGLYPH O020
 0x13270  𓉰          EGYPTIAN HIEROGLYPH O020A
 0x13271  𓉱          EGYPTIAN HIEROGLYPH O021
 0x13272  𓉲          EGYPTIAN HIEROGLYPH O022
 0x13273  𓉳          EGYPTIAN HIEROGLYPH O023
 0x13274  𓉴          EGYPTIAN HIEROGLYPH O024
 0x13275  𓉵          EGYPTIAN HIEROGLYPH O024A
 0x13276  𓉶          EGYPTIAN HIEROGLYPH O025
 0x13277  𓉷          EGYPTIAN HIEROGLYPH O025A
 0x13278  𓉸          EGYPTIAN HIEROGLYPH O026
 0x13279  𓉹          EGYPTIAN HIEROGLYPH O027
 0x1327a  𓉺          EGYPTIAN HIEROGLYPH O028
 0x1327b  𓉻          EGYPTIAN HIEROGLYPH O029
 0x1327c  𓉼          EGYPTIAN HIEROGLYPH O029A
 0x1327d  𓉽          EGYPTIAN HIEROGLYPH O030
 0x1327e  𓉾          EGYPTIAN HIEROGLYPH O030A
 0x1327f  𓉿          EGYPTIAN HIEROGLYPH O031
 0x13280  𓊀          EGYPTIAN HIEROGLYPH O032
 0x13281  𓊁          EGYPTIAN HIEROGLYPH O033
 0x13282  𓊂          EGYPTIAN HIEROGLYPH O033A
 0x13283  𓊃          EGYPTIAN HIEROGLYPH O034
 0x13284  𓊄          EGYPTIAN HIEROGLYPH O035
 0x13285  𓊅          EGYPTIAN HIEROGLYPH O036
 0x13286  𓊆          EGYPTIAN HIEROGLYPH O036A
 0x13287  𓊇          EGYPTIAN HIEROGLYPH O036B
